molecule_chembl_id,canonical_smiles,standard_value,compound_classification
CHEMBL606930,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)C[C@H]2C[C@@H](O)C1N2C,5370.0,intermediate
CHEMBL88246,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2[C@H](O)CC1N2C,10700.0,inactive
CHEMBL87567,COC(=O)C1C(c2ccc3ccccc3c2)CC2CCC1N2C,2.19,active
CHEMBL89469,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1N2C,7990.0,intermediate
CHEMBL421167,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2[C@@H](O)CC1N2C,1450.0,intermediate
CHEMBL88563,COC(=O)C1C(c2ccccc2)CC2C[C@@H](O)C1N2C,10000.0,inactive
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,1130.0,intermediate
CHEMBL316428,COC(=O)C1=C(c2ccc3ccccc3c2)CC2[C@@H](O)CC1N2C,260.0,active
CHEMBL86590,CCOC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,2520.0,intermediate
CHEMBL432571,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2[C@@H](O)CC1N2C,3320.0,intermediate
CHEMBL2310846,COC(=O)[C@H]1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)[C@H]1N2C,139.0,active
CHEMBL314887,COC(=O)C1C(c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,5820.0,intermediate
CHEMBL606928,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2C[C@H](O)[C@H]1N2C,1590.0,intermediate
CHEMBL421167,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2[C@@H](O)CC1N2C,166.0,active
CHEMBL2310846,COC(=O)[C@H]1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)[C@H]1N2C,5300.0,intermediate
CHEMBL87031,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,27.7,active
CHEMBL315172,COC(=O)C1C(c2ccc3ccccc3c2)CC2[C@@H](O)CC1N2C,34.2,active
CHEMBL88563,COC(=O)C1C(c2ccccc2)CC2C[C@@H](O)C1N2C,100000.0,inactive
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,160.0,active
CHEMBL89709,COC(=O)C1C(c2ccc(F)cc2)CC2C[C@@H](O)C1N2C,20000.0,inactive
CHEMBL315172,COC(=O)C1C(c2ccc3ccccc3c2)CC2[C@@H](O)CC1N2C,180.0,active
CHEMBL330228,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,533.0,active
CHEMBL2115225,COC(=O)[C@H]1C2C(=O)CC(C[C@H]1c1ccc(Cl)c(Cl)c1)N2C,7038.0,intermediate
CHEMBL330250,COC(=O)C1=C(c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,20000.0,inactive
CHEMBL89208,COC(=O)C1C(c2ccccc2)CC2[C@@H](O)CC1N2C,10000.0,inactive
CHEMBL91184,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)C[C@H]2C[C@@H](O)C1N2C,15.0,active
CHEMBL421546,COC(=O)C1=C(c2ccc3ccccc3c2)CC2C[C@@H](O)C1N2C,677.0,active
CHEMBL330228,COC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,27.7,active
CHEMBL86654,COC(=O)C1C(c2ccc3ccccc3c2)CC2C[C@@H](O)C1N2C,94.0,active
CHEMBL88915,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1N2C,867.0,active
CHEMBL89906,COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,4850.0,intermediate
CHEMBL314138,COC(=O)C1=C(c2ccc(F)cc2)CC2C[C@@H](O)C1N2C,10000.0,inactive
CHEMBL86654,COC(=O)C1C(c2ccc3ccccc3c2)CC2C[C@@H](O)C1N2C,5.57,active
CHEMBL2114227,COC(=O)[C@@H]1C[C@@H](c2ccc(Cl)c(Cl)c2)C2CC(=O)C1N2C,290.0,active
CHEMBL314887,COC(=O)C1C(c2ccc(F)cc2)CC2[C@@H](O)CC1N2C,20000.0,inactive
CHEMBL89709,COC(=O)C1C(c2ccc(F)cc2)CC2C[C@@H](O)C1N2C,10000.0,inactive
CHEMBL86590,CCOC(=O)C1C(c2ccc(Cl)c(Cl)c2)CC2C[C@@H](O)C1N2C,97.0,active
CHEMBL314912,COC(=O)C1C(OC(c2ccc(F)cc2)c2ccc(F)cc2)CC2C[C@@H](O)C1N2C,9560.0,intermediate
CHEMBL26320,c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,289.0,active
CHEMBL300226,COC(=O)C1C2CC[C@H](C[C@@H]1c1ccc(I)cc1)N2C,3.8,active
CHEMBL53200,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCCCCc1ccccc1,550.0,active
CHEMBL55174,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2Cc1ccccc1,4970.0,intermediate
CHEMBL300183,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(c1ccc(F)cc1)c1ccc(F)cc1)N2CCCc1ccccc1,19.7,active
CHEMBL299890,COC(=O)C1C(c2ccc(F)cc2)CC2CCC1N2Cc1ccccc1,1073.0,intermediate
CHEMBL54628,COC(=O)C1C(c2ccc(F)cc2)CC2CCC1N2CCCc1ccccc1,133.0,active
CHEMBL55097,COC(=O)C1C(c2ccc(F)cc2)CC2CCC1N2CCCCCc1ccccc1,49.9,active
CHEMBL422290,CSCCSCCC(=O)OC[C@@H]1C2CCC(C[C@@H]1c1ccc(F)cc1)N2C,28.5,active
CHEMBL2079586,COC(=O)[C@H]1[C@@H](c2ccc(F)cc2)C[C@H]2CC[C@H]1N2C,759.0,active
CHEMBL124700,Fc1ccc2[nH]cc(CCNCCOc3cccc4c3OCCO4)c2c1,84.7,active
CHEMBL2112644,Fc1ccc2[nH]cc(CCCNCCOc3ccccc3)c2c1,3790.0,intermediate
CHEMBL125902,Fc1ccc2[nH]cc(CCCNCCOc3cccc4nccnc34)c2c1,20.0,active
CHEMBL340873,Fc1cc2c(c(OCCNCCc3c[nH]c4ccc(F)cc34)c1)OCCC2,86.4,active
CHEMBL340895,Fc1cc(OCCNCCCc2c[nH]c3ccc(F)cc23)c2occc2c1,104.0,active
CHEMBL339490,Fc1cc(OCCNCCCc2c[nH]c3ccc(F)cc23)c2c(c1)OCCO2,24.6,active
CHEMBL435612,Fc1cc2c(c(OCCNCCc3c[nH]c4ccc(F)cc34)c1)OCC2,254.0,active
CHEMBL331799,CNCC1C2CCC(C2)C1c1ccc2ccccc2c1,50.0,active
CHEMBL126484,COc1ccccc1OCCNCCCc1c[nH]c2ccc(F)cc12,20.0,active
CHEMBL124069,Fc1cc2c(c(OCCNCCCc3c[nH]c4ccc(F)cc34)c1)OCCC2,7.0,active
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,32.4,active
CHEMBL126424,Fc1ccc2[nH]cc(CCCNCCOc3cccc4[nH]ccc34)c2c1,24.4,active
CHEMBL126253,c1ccc2c(OCCNCCCc3c[nH]c4ccccc34)cccc2c1,2170.0,intermediate
CHEMBL338520,Fc1ccc2[nH]cc(CCCNCCOc3cc(Cl)cc4[nH]cnc34)c2c1,4.5,active
CHEMBL338982,Fc1ccc2[nH]cc(CCCNCCOc3cccc4c3OCC4)c2c1,9.7,active
CHEMBL419240,Fc1ccc2[nH]cc(CCCNCCOc3cccc4c3OCCO4)c2c1,6.3,active
CHEMBL339810,Fc1cc2c(c(OCCNCCCc3c[nH]c4ccc(F)cc34)c1)OCC2,61.5,active
CHEMBL127171,COc1ccc(F)cc1OCCNCCCc1c[nH]c2ccc(F)cc12,20.5,active
CHEMBL113136,CN(C)C[C@H]1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,303.0,active
CHEMBL126536,Fc1ccc2[nH]cc(CCCNCCOc3cccc4ncccc34)c2c1,73.0,active
CHEMBL338587,c1ccc2c(CCCCNCCOc3cccc4[nH]ccc34)c[nH]c2c1,862.0,active
CHEMBL322067,CN(C)C[C@@H]1C2CCC(CC2)[C@@H]1c1ccc(Cl)c(Cl)c1,270.0,active
CHEMBL109517,CN(C)C[C@@H]1C2CCC(C2)[C@H]1c1ccc2ccccc2c1,20.0,active
CHEMBL323447,CN(C)CC1C2CCC(C2)C1c1cccc2ccccc12,93.0,active
CHEMBL338482,COc1ccc(F)cc1OCCNCCc1c[nH]c2ccccc12,249.0,active
CHEMBL31354,COc1ccccc1N1CCN(CCN(C(=O)C2CCCCC2)c2ccccn2)CC1,4500.0,intermediate
CHEMBL340301,c1ccc2c(CCCNCCOc3cccc4[nH]ccc34)c[nH]c2c1,154.0,active
CHEMBL109571,CN(C)CC1C2CCC(C2)C1c1ccc2ccccc2c1,10.0,active
CHEMBL111128,CNC[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,9.0,active
CHEMBL126407,Fc1ccc2[nH]cc(CCCNCCOc3cccc4ccoc34)c2c1,28.1,active
CHEMBL124638,Fc1cc2c(c(OCCNCCc3c[nH]c4ccccc34)c1)OCCC2,42.2,active
CHEMBL339559,Fc1ccc2[nH]cc(CCCNCCOc3cccc4c3CCCC4)c2c1,305.0,active
CHEMBL326466,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,9.0,active
CHEMBL2113003,CN(C)CCCc1c[nH]c2ccc(OCc3ccccc3)cc12,3200.0,intermediate
CHEMBL2113005,Fc1ccc2[nH]cc(CC3CN4CCC3CC4)c2c1,18.0,active
CHEMBL179767,N#Cc1ccc2[nH]cc(SC[C@@H]3CN4CCC3CC4)c2c1,2.0,active
CHEMBL416526,CN(C)CCc1c[nH]c2ccc(O)cc12,1200.0,intermediate
CHEMBL361949,CN(C)CCCc1c[nH]c2ccc(F)cc12,4.0,active
CHEMBL362170,CN(C)CCCc1c[nH]c2ccc(Cl)cc12,7.0,active
CHEMBL183488,CN(C)CCCc1c[nH]c2ccc(Br)cc12,17.0,active
CHEMBL183542,CN(C)CCCc1c[nH]c2ccc(I)cc12,31.0,active
CHEMBL182386,CN(C)CCCc1c[nH]c2cccc(Cl)c12,29.0,active
CHEMBL361622,CN(C)CCCc1c[nH]c2cc(Cl)ccc12,36.0,active
CHEMBL180537,CN(C)CCCc1c[nH]c2c(Cl)cccc12,32.0,active
CHEMBL180630,CN(C)CCCc1c[nH]c2ccc(C#N)cc12,2.0,active
CHEMBL368229,COc1ccc2[nH]cc(CCCN(C)C)c2c1,1100.0,intermediate
CHEMBL360575,CN(C)CCCc1c[nH]c2ccccc12,58.0,active
CHEMBL183238,CN(C)CCCc1c[nH]c2ccc(O)cc12,11.0,active
CHEMBL183550,COc1ccc(Br)c(CC2CCN([C@H]3CC[C@]4(CC3)OC(=O)c3c5c(ccc34)OCO5)CC2)c1,91.0,active
CHEMBL184252,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(Cl)ccc4Cl)CC3)CC2)c2ccc3c(c21)OCO3,92.0,active
CHEMBL182288,Oc1nc2cc3c(cc2c2c1[C@@H](N1CCN(Cc4ccccc4I)CC1)CCC2)OCO3,23.0,active
CHEMBL180899,Oc1nc2cc3c(cc2c2c1[C@@H](N1CCC(Cc4cc(F)ccc4F)CC1)CCC2)OCO3,5.0,active
CHEMBL184571,COc1cc2nc(O)c3c(c2cc1OC)CCC[C@@H]3N1CCC(Cc2cc(F)ccc2F)CC1,5.5,active
CHEMBL180899,Oc1nc2cc3c(cc2c2c1[C@@H](N1CCC(Cc4cc(F)ccc4F)CC1)CCC2)OCO3,14.0,active
CHEMBL184910,O=C1O[C@]2(CC[C@@H](N3CCN(Cc4ccccc4I)CC3)CC2)c2ccc3c(c21)OCO3,48.0,active
CHEMBL362363,O=C1O[C@]2(CC[C@@H](N3CCN(Cc4ccccc4I)CC3)CC2)c2ccc3c(c21)OCCO3,54.0,active
CHEMBL185540,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Br)CC3)CC2)c2ccc3c(c21)OCO3,45.0,active
CHEMBL363320,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Br)CC3)CC2)c2ccc3c(c21)OCCO3,73.0,active
CHEMBL433956,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Cl)CC3)CC2)c2ccc3c(c21)OCO3,140.0,active
CHEMBL185395,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4Cl)CC3)CC2)c2ccc3c(c21)OCCO3,100.0,active
CHEMBL363507,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4F)CC3)CC2)c2ccc3c(c21)OCO3,410.0,active
CHEMBL182431,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4F)CC3)CC2)c2ccc3c(c21)OCCO3,480.0,active
CHEMBL362298,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4C(F)(F)F)CC3)CC2)c2ccc3c(c21)OCO3,180.0,active
CHEMBL362143,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4ccccc4C(F)(F)F)CC3)CC2)c2ccc3c(c21)OCCO3,510.0,active
CHEMBL363768,COc1ccccc1CC1CCN([C@H]2CC[C@]3(CC2)OC(=O)c2c4c(ccc23)OCO4)CC1,150.0,active
CHEMBL434728,COc1ccccc1CC1CCN([C@H]2CC[C@]3(CC2)OC(=O)c2c4c(ccc23)OCCO4)CC1,59.0,active
CHEMBL360790,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4Br)CC3)CC2)c2ccc3c(c21)OCO3,82.0,active
CHEMBL362716,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4Br)CC3)CC2)c2ccc3c(c21)OCCO3,77.0,active
CHEMBL184713,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4F)CC3)CC2)c2ccc3c(c21)OCO3,250.0,active
CHEMBL363328,O=C1O[C@]2(CC[C@@H](N3CCC(Cc4cc(F)ccc4F)CC3)CC2)c2ccc3c(c21)OCCO3,110.0,active
CHEMBL185025,COc1ccc(F)c(CC2CCN([C@H]3CC[C@]4(CC3)OC(=O)c3c5c(ccc34)OCO5)CC2)c1,400.0,active
CHEMBL361836,COc1ccc(F)c(CC2CCN([C@H]3CC[C@]4(CC3)OC(=O)c3c5c(ccc34)OCCO5)CC2)c1,430.0,active
CHEMBL186501,COC(=O)C1=C(c2ccccc2)CC2CCC1S2,10000.0,inactive
CHEMBL363510,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1S2,28000.0,inactive
CHEMBL186447,COC(=O)C1=C(c2ccc(Cl)cc2)CC2CCC1S2,10000.0,inactive
CHEMBL187695,COC(=O)C1=C(c2ccc(Br)cc2)CC2CCC1S2,25000.0,inactive
CHEMBL364146,COC(=O)C1=C(c2ccc(I)cc2)CC2CCC1S2,8700.0,intermediate
CHEMBL186242,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1S2,3600.0,intermediate
CHEMBL365092,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1S2,1300.0,intermediate
CHEMBL184867,COC(=O)C1=C(c2ccccc2)CC2CCC1O2,10000.0,inactive
CHEMBL361493,COC(=O)C1=C(c2ccc(F)cc2)CC2CCC1O2,50000.0,inactive
CHEMBL185792,COC(=O)C1=C(c2ccc(Cl)cc2)CC2CCC1O2,60000.0,inactive
CHEMBL186488,COC(=O)C1=C(c2ccc(Br)cc2)CC2CCC1O2,30000.0,inactive
CHEMBL187211,COC(=O)C1=C(c2ccc(I)cc2)CC2CCC1O2,4800.0,intermediate
CHEMBL169429,COC(=O)C1=C(c2ccc(Cl)c(Cl)c2)CC2CCC1O2,1900.0,intermediate
CHEMBL185169,COC(=O)C1=C(c2ccc3ccccc3c2)CC2CCC1O2,700.0,active
CHEMBL1722,COC(=O)C(c1ccccc1)C1CCCCN1.Cl,10000.0,inactive
CHEMBL2093958,CCOC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1.Cl,10000.0,inactive
CHEMBL2093958,CCOC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1.Cl,10000.0,inactive
CHEMBL2093958,CCOC(=O)[C@@H](c1ccccc1)[C@@H]1CCCCN1.Cl,9500.0,intermediate
CHEMBL534479,CCOC(=O)C(c1ccccc1)C1CCCCN1.Cl,10000.0,inactive
CHEMBL534479,CCOC(=O)C(c1ccccc1)C1CCCCN1.Cl,7540.0,intermediate
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,289.0,active
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,433.0,active
CHEMBL194372,CN[C@@H](CCOc1ccc([N+](=O)[O-])cc1)c1ccc(OC(=O)N(C)C)cc1,42.0,active
CHEMBL197696,CN(C)C(=O)Oc1ccc2c(c1)C=CCN(C)[C@@H]2CCOc1ccc([N+](=O)[O-])cc1,6.0,active
CHEMBL11,CN(C)CCCN1c2ccccc2CCc2ccccc21,4.4,active
CHEMBL259209,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,100.0,active
CHEMBL198072,CCN(CC)C(=O)[C@@]1(c2ccccc2)CC1CNCC(O)COc1cccc2[nH]ccc12,120.0,active
CHEMBL83617,NC(=O)c1ccc2c(c1)CCOC2CCN1CC=C(c2c[nH]c3cc(F)ccc23)CC1,0.11,active
CHEMBL197982,C[C@@H]1CN(c2cccc3cc(F)ccc23)CCN1CCC1OCCc2c1sc(C(N)=O)c2Cl,2.1,active
CHEMBL198045,COc1cccc2c1CCCC2CN(C)CCc1cccc(F)c1,160.0,active
CHEMBL9831,COc1cccc2c1CCCC2CN(C)CCc1ccc2c(c1)OCO2,21.0,active
CHEMBL268258,COc1cccc2c1CCC[C@H]2CN(C)CCc1ccc2ccoc2c1,13.0,active
CHEMBL365183,CN(C)CC1C2CCC(CC2)[C@@H]1c1cccc(Cl)c1,270.0,active
CHEMBL326466,CN(C)C[C@H]1C2CCC(C2)[C@@H]1c1ccc2ccccc2c1,9.0,active
CHEMBL264262,NCCc1c[nH]c2ccc(OCCOCCOCCS)cc12,115000.0,inactive
CHEMBL264262,NCCc1c[nH]c2ccc(OCCOCCOCCS)cc12,99000.0,inactive
CHEMBL198525,O=C(CCCCC1SCC2NC(=O)NC21)NCCN1CC=C(c2c[nH]c3ccccc23)CC1,2.0,active
CHEMBL198525,O=C(CCCCC1SCC2NC(=O)NC21)NCCN1CC=C(c2c[nH]c3ccccc23)CC1,30.0,active
CHEMBL382955,CN1C2CCC1CC(O)(C1c3ccccc3-c3ccccc31)C2,35400.0,inactive
CHEMBL371726,CN1C2C=C(c3c[nH]c4ccccc34)CC1CC2,72.6,active
CHEMBL197913,CN1C2C=C(c3cccc(-c4ccccc4)c3)CC1CC2,670.0,active
CHEMBL370158,C[N+]1(CCl)C2C=C(c3ccccc3-c3ccccc3)CC1CC2,16100.0,inactive
CHEMBL381046,CN1C2C=C(c3ccccc3-c3ccccc3)CC1CC2,1710.0,intermediate
CHEMBL201223,CN1C2C=C(C3c4ccccc4-c4ccccc43)CC1CC2,690.0,active
CHEMBL381045,CN1C2C=C(c3ccc4c(c3)Cc3ccccc3-4)CC1CC2,14.5,active
CHEMBL426659,CN1C2CCC1CC(O)(c1cccc(-c3ccccc3)c1)C2,3770.0,intermediate
CHEMBL200473,CN1C2CCC1CC(O)(c1ccccc1-c1ccccc1)C2,2520.0,intermediate
CHEMBL199598,CN1C2CCC1CC(O)(C1c3ccccc3-c3ccc(Br)cc31)C2,2570.0,intermediate
CHEMBL1237044,COc1cccc(C2(O)CCCCC2CN(C)C)c1,4300.0,intermediate
CHEMBL379021,[2H]C([2H])([2H])Oc1cccc([C@@]2(O)CCCC[C@@H]2CN(C([2H])([2H])[2H])C([2H])([2H])[2H])c1,1100.0,intermediate
CHEMBL201556,[2H]C([2H])([2H])N(C[C@H]1CCCC[C@]1(O)c1cccc(O)c1)C([2H])([2H])[2H],9900.0,intermediate
CHEMBL438627,[2H]C([2H])([2H])N(C[C@H]1CCCC[C@]1(O)c1cccc(OC)c1)C([2H])([2H])[2H],3100.0,intermediate
CHEMBL201531,[2H]C([2H])([2H])Oc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,1900.0,intermediate
CHEMBL1400,CN(C)C[C@H]1CCCC[C@]1(O)c1cccc(O)c1,4600.0,intermediate
CHEMBL201960,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,2780.0,intermediate
CHEMBL370805,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,494.0,active
CHEMBL204288,CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCCC1,10000.0,inactive
CHEMBL205028,CCCCNC(CCC)C(=O)c1ccc(Cl)c(Cl)c1,10000.0,inactive
CHEMBL202348,C=CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,440.0,active
CHEMBL202409,Cc1ccc(C(=O)C(CC(C)C)N2CCCC2)cc1,2040.0,intermediate
CHEMBL201978,CCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,441.0,active
CHEMBL201977,CCCC(CN1CCCC1)C(=O)c1ccc(Cl)c(Cl)c1,710.0,active
CHEMBL202565,CCCC(CN1CCCC1)C(=O)c1ccc(C)cc1,4800.0,intermediate
CHEMBL377498,CCC(CC(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,1780.0,intermediate
CHEMBL369997,CCCC(C(=O)c1ccc(-c2cccs2)cc1)N1CCCC1,1960.0,intermediate
CHEMBL201976,CCCC(C(=O)c1ccc(-c2ccco2)cc1)N1CCCC1,2180.0,intermediate
CHEMBL382768,CCCC(C(=O)c1ccc(OC)c(OC)c1)N1CCCC1,1540.0,intermediate
CHEMBL203488,CCCC(C(=O)c1ccc(Cl)c(Cl)c1)N1CCCC1,600.0,active
CHEMBL204759,CCCC(C(=O)c1ccc2ccccc2c1)N1CCCC1,46.0,active
CHEMBL204254,CCCC(C(=O)c1cccc(C)c1)N1CCCC1,4400.0,intermediate
CHEMBL203403,CCCC(C(=O)c1ccccc1C)N1CCCC1,2020.0,intermediate
CHEMBL204538,CC#Cc1ccc(C(=O)C(CCC)N2CCCC2)cc1,3300.0,intermediate
CHEMBL204490,CCCC(C(=O)c1ccc(C(F)(F)F)cc1)N1CCCC1,1030.0,intermediate
CHEMBL201666,CCCC(C(=O)c1ccc(C(=O)OC)cc1)N1CCCC1,2350.0,intermediate
CHEMBL381127,CCCC(C(=O)c1ccc(OC)cc1)N1CCCC1,2430.0,intermediate
CHEMBL379446,CCCC(C(=O)c1ccc([N+](=O)[O-])cc1)N1CCCC1,1110.0,intermediate
CHEMBL426304,CCCC(C(=O)c1cccc(I)c1)N1CCCC1,1070.0,intermediate
CHEMBL202479,CCCC(C(=O)c1ccc(I)cc1)N1CCCC1,197.0,active
CHEMBL202420,CCCC(C(=O)c1ccc(Br)cc1)N1CCCC1,1050.0,intermediate
CHEMBL372312,CCC[C@@H](C(=O)c1ccc(C)cc1)N1CCCC1,1070.0,intermediate
CHEMBL381914,Cc1ccc(S(=O)(=O)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL202913,Cc1ccc(N)c(-c2ccccc2CN(C)C)c1,100.0,active
CHEMBL202811,Cc1ccc(C(=O)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL206608,COC(c1ccc(C)cc1N)c1ccccc1CN(C)C,100.0,active
CHEMBL204591,Cc1ccc(C(O)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL205313,Cc1ccc(N(c2ccccc2)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL381071,Cc1ccc(N(Cc2ccccc2)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL204702,CCN(c1ccc(C)cc1N)c1ccccc1CN(C)C,100.0,active
CHEMBL377714,Cc1ccc(N(C)c2ccccc2CN(C)C)c(N)c1,100.0,active
CHEMBL809,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,3.0,active
CHEMBL381315,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)c(NS(C)(=O)=O)cc21,65.0,active
CHEMBL202907,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)c(NS(C)(=O)=O)cc21,24.0,active
CHEMBL381331,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)cc(C(N)=O)c21,1000.0,active
CHEMBL202910,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)O)ccc21,60.0,active
CHEMBL205505,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(=O)N(C)C)ccc21,7.0,active
CHEMBL206599,CNC(=O)c1ccc2c(c1)[C@H](c1ccc(Cl)c(Cl)c1)CC[C@@H]2NC,25.0,active
CHEMBL383081,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(C(N)=O)ccc21,13.0,active
CHEMBL203453,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(C)(=O)=O)ccc21,54.0,active
CHEMBL382241,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc([S+](C)[O-])ccc21,7.0,active
CHEMBL204285,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2cc(S(N)(=O)=O)ccc21,6.0,active
CHEMBL381754,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NCCO)cc21,5.0,active
CHEMBL206697,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(CO)cc21,1.0,active
CHEMBL206649,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(O)cc21,6.0,active
CHEMBL383427,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(-n3cncn3)cc21,4.0,active
CHEMBL439337,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(-n3ccnn3)cc21,5.0,active
CHEMBL203236,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)N(C)C)cc21,70.0,active
CHEMBL203776,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(=O)(=O)NC)cc21,5.0,active
CHEMBL382673,CN[C@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,25.0,active
CHEMBL203331,CN[C@@H]1CC[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,240.0,active
CHEMBL204323,CN[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,290.0,active
CHEMBL383706,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(N)(=O)=O)cc21,1.0,active
CHEMBL202810,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(C[S+](C)[O-])cc21,340.0,active
CHEMBL206211,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(S(C)(=O)=O)cc21,6.0,active
